#CHROM	POS	/grid/kinney/data/desmara/2025_12_03_pac_bio_library_mapping_risLlib_001_002_003_004/2026_05_04_reanalysis/cluster_map/alignment_output/unassigned_circular/alignment_output/unassigned_circular.aligned.sorted.bam
library001_ris_sensative_SMN2_2xInner_2xBC	1	912
library001_ris_sensative_SMN2_2xInner_2xBC	2	910
library001_ris_sensative_SMN2_2xInner_2xBC	3	912
library001_ris_sensative_SMN2_2xInner_2xBC	4	911
library001_ris_sensative_SMN2_2xInner_2xBC	5	896
library001_ris_sensative_SMN2_2xInner_2xBC	6	912
library001_ris_sensative_SMN2_2xInner_2xBC	7	912
library001_ris_sensative_SMN2_2xInner_2xBC	8	912
library001_ris_sensative_SMN2_2xInner_2xBC	9	905
library001_ris_sensative_SMN2_2xInner_2xBC	10	912
library001_ris_sensative_SMN2_2xInner_2xBC	11	912
library001_ris_sensative_SMN2_2xInner_2xBC	12	912
library001_ris_sensative_SMN2_2xInner_2xBC	13	912
library001_ris_sensative_SMN2_2xInner_2xBC	14	909
library001_ris_sensative_SMN2_2xInner_2xBC	15	912
library001_ris_sensative_SMN2_2xInner_2xBC	16	912
library001_ris_sensative_SMN2_2xInner_2xBC	17	912
library001_ris_sensative_SMN2_2xInner_2xBC	18	912
library001_ris_sensative_SMN2_2xInner_2xBC	19	906
library001_ris_sensative_SMN2_2xInner_2xBC	20	912
library001_ris_sensative_SMN2_2xInner_2xBC	21	912
library001_ris_sensative_SMN2_2xInner_2xBC	22	912
library001_ris_sensative_SMN2_2xInner_2xBC	23	911
library001_ris_sensative_SMN2_2xInner_2xBC	24	911
library001_ris_sensative_SMN2_2xInner_2xBC	25	912
library001_ris_sensative_SMN2_2xInner_2xBC	26	912
library001_ris_sensative_SMN2_2xInner_2xBC	27	912
library001_ris_sensative_SMN2_2xInner_2xBC	28	912
library001_ris_sensative_SMN2_2xInner_2xBC	29	911
library001_ris_sensative_SMN2_2xInner_2xBC	30	911
library001_ris_sensative_SMN2_2xInner_2xBC	31	912
library001_ris_sensative_SMN2_2xInner_2xBC	32	912
library001_ris_sensative_SMN2_2xInner_2xBC	33	912
library001_ris_sensative_SMN2_2xInner_2xBC	34	904
library001_ris_sensative_SMN2_2xInner_2xBC	35	912
library001_ris_sensative_SMN2_2xInner_2xBC	36	912
library001_ris_sensative_SMN2_2xInner_2xBC	37	912
library001_ris_sensative_SMN2_2xInner_2xBC	38	911
library001_ris_sensative_SMN2_2xInner_2xBC	39	912
library001_ris_sensative_SMN2_2xInner_2xBC	40	908
library001_ris_sensative_SMN2_2xInner_2xBC	41	912
library001_ris_sensative_SMN2_2xInner_2xBC	42	912
library001_ris_sensative_SMN2_2xInner_2xBC	43	912
library001_ris_sensative_SMN2_2xInner_2xBC	44	912
library001_ris_sensative_SMN2_2xInner_2xBC	45	912
library001_ris_sensative_SMN2_2xInner_2xBC	46	912
library001_ris_sensative_SMN2_2xInner_2xBC	47	912
library001_ris_sensative_SMN2_2xInner_2xBC	48	912
library001_ris_sensative_SMN2_2xInner_2xBC	49	912
library001_ris_sensative_SMN2_2xInner_2xBC	50	912
library001_ris_sensative_SMN2_2xInner_2xBC	51	912
library001_ris_sensative_SMN2_2xInner_2xBC	52	911
library001_ris_sensative_SMN2_2xInner_2xBC	53	911
library001_ris_sensative_SMN2_2xInner_2xBC	54	912
library001_ris_sensative_SMN2_2xInner_2xBC	55	911
library001_ris_sensative_SMN2_2xInner_2xBC	56	912
library001_ris_sensative_SMN2_2xInner_2xBC	57	912
library001_ris_sensative_SMN2_2xInner_2xBC	58	912
library001_ris_sensative_SMN2_2xInner_2xBC	59	912
library001_ris_sensative_SMN2_2xInner_2xBC	60	912
library001_ris_sensative_SMN2_2xInner_2xBC	61	912
library001_ris_sensative_SMN2_2xInner_2xBC	62	909
library001_ris_sensative_SMN2_2xInner_2xBC	63	912
library001_ris_sensative_SMN2_2xInner_2xBC	64	912
library001_ris_sensative_SMN2_2xInner_2xBC	65	912
library001_ris_sensative_SMN2_2xInner_2xBC	66	912
library001_ris_sensative_SMN2_2xInner_2xBC	67	912
library001_ris_sensative_SMN2_2xInner_2xBC	68	912
library001_ris_sensative_SMN2_2xInner_2xBC	69	912
library001_ris_sensative_SMN2_2xInner_2xBC	70	912
library001_ris_sensative_SMN2_2xInner_2xBC	71	911
library001_ris_sensative_SMN2_2xInner_2xBC	72	912
library001_ris_sensative_SMN2_2xInner_2xBC	73	912
library001_ris_sensative_SMN2_2xInner_2xBC	74	912
library001_ris_sensative_SMN2_2xInner_2xBC	75	911
library001_ris_sensative_SMN2_2xInner_2xBC	76	912
library001_ris_sensative_SMN2_2xInner_2xBC	77	912
library001_ris_sensative_SMN2_2xInner_2xBC	78	912
library001_ris_sensative_SMN2_2xInner_2xBC	79	911
library001_ris_sensative_SMN2_2xInner_2xBC	80	911
library001_ris_sensative_SMN2_2xInner_2xBC	81	911
library001_ris_sensative_SMN2_2xInner_2xBC	82	912
library001_ris_sensative_SMN2_2xInner_2xBC	83	912
library001_ris_sensative_SMN2_2xInner_2xBC	84	912
library001_ris_sensative_SMN2_2xInner_2xBC	85	912
library001_ris_sensative_SMN2_2xInner_2xBC	86	912
library001_ris_sensative_SMN2_2xInner_2xBC	87	912
library001_ris_sensative_SMN2_2xInner_2xBC	88	912
library001_ris_sensative_SMN2_2xInner_2xBC	89	912
library001_ris_sensative_SMN2_2xInner_2xBC	90	912
library001_ris_sensative_SMN2_2xInner_2xBC	91	912
library001_ris_sensative_SMN2_2xInner_2xBC	92	912
library001_ris_sensative_SMN2_2xInner_2xBC	93	912
library001_ris_sensative_SMN2_2xInner_2xBC	94	912
library001_ris_sensative_SMN2_2xInner_2xBC	95	912
library001_ris_sensative_SMN2_2xInner_2xBC	96	905
library001_ris_sensative_SMN2_2xInner_2xBC	97	912
library001_ris_sensative_SMN2_2xInner_2xBC	98	912
library001_ris_sensative_SMN2_2xInner_2xBC	99	911
library001_ris_sensative_SMN2_2xInner_2xBC	100	912
library001_ris_sensative_SMN2_2xInner_2xBC	101	911
library001_ris_sensative_SMN2_2xInner_2xBC	102	912
library001_ris_sensative_SMN2_2xInner_2xBC	103	912
library001_ris_sensative_SMN2_2xInner_2xBC	104	911
library001_ris_sensative_SMN2_2xInner_2xBC	105	912
library001_ris_sensative_SMN2_2xInner_2xBC	106	911
library001_ris_sensative_SMN2_2xInner_2xBC	107	912
library001_ris_sensative_SMN2_2xInner_2xBC	108	911
library001_ris_sensative_SMN2_2xInner_2xBC	109	912
library001_ris_sensative_SMN2_2xInner_2xBC	110	912
library001_ris_sensative_SMN2_2xInner_2xBC	111	912
library001_ris_sensative_SMN2_2xInner_2xBC	112	907
library001_ris_sensative_SMN2_2xInner_2xBC	113	912
library001_ris_sensative_SMN2_2xInner_2xBC	114	912
library001_ris_sensative_SMN2_2xInner_2xBC	115	912
library001_ris_sensative_SMN2_2xInner_2xBC	116	912
library001_ris_sensative_SMN2_2xInner_2xBC	117	912
library001_ris_sensative_SMN2_2xInner_2xBC	118	912
library001_ris_sensative_SMN2_2xInner_2xBC	119	912
library001_ris_sensative_SMN2_2xInner_2xBC	120	912
library001_ris_sensative_SMN2_2xInner_2xBC	121	912
library001_ris_sensative_SMN2_2xInner_2xBC	122	884
library001_ris_sensative_SMN2_2xInner_2xBC	123	912
