#CHROM	POS	/grid/kinney/data/desmara/2025_12_03_pac_bio_library_mapping_risLlib_001_002_003_004/2026_05_04_reanalysis/cluster_map/alignment_output/bc2015_circular/alignment_output/bc2015_circular.aligned.sorted.bam
library001_ris_sensative_SMN2_2xInner_2xBC	1	951
library001_ris_sensative_SMN2_2xInner_2xBC	2	951
library001_ris_sensative_SMN2_2xInner_2xBC	3	951
library001_ris_sensative_SMN2_2xInner_2xBC	4	951
library001_ris_sensative_SMN2_2xInner_2xBC	5	945
library001_ris_sensative_SMN2_2xInner_2xBC	6	951
library001_ris_sensative_SMN2_2xInner_2xBC	7	951
library001_ris_sensative_SMN2_2xInner_2xBC	8	951
library001_ris_sensative_SMN2_2xInner_2xBC	9	948
library001_ris_sensative_SMN2_2xInner_2xBC	10	951
library001_ris_sensative_SMN2_2xInner_2xBC	11	951
library001_ris_sensative_SMN2_2xInner_2xBC	12	951
library001_ris_sensative_SMN2_2xInner_2xBC	13	951
library001_ris_sensative_SMN2_2xInner_2xBC	14	950
library001_ris_sensative_SMN2_2xInner_2xBC	15	951
library001_ris_sensative_SMN2_2xInner_2xBC	16	951
library001_ris_sensative_SMN2_2xInner_2xBC	17	951
library001_ris_sensative_SMN2_2xInner_2xBC	18	951
library001_ris_sensative_SMN2_2xInner_2xBC	19	951
library001_ris_sensative_SMN2_2xInner_2xBC	20	951
library001_ris_sensative_SMN2_2xInner_2xBC	21	950
library001_ris_sensative_SMN2_2xInner_2xBC	22	950
library001_ris_sensative_SMN2_2xInner_2xBC	23	950
library001_ris_sensative_SMN2_2xInner_2xBC	24	951
library001_ris_sensative_SMN2_2xInner_2xBC	25	951
library001_ris_sensative_SMN2_2xInner_2xBC	26	951
library001_ris_sensative_SMN2_2xInner_2xBC	27	951
library001_ris_sensative_SMN2_2xInner_2xBC	28	951
library001_ris_sensative_SMN2_2xInner_2xBC	29	951
library001_ris_sensative_SMN2_2xInner_2xBC	30	951
library001_ris_sensative_SMN2_2xInner_2xBC	31	951
library001_ris_sensative_SMN2_2xInner_2xBC	32	951
library001_ris_sensative_SMN2_2xInner_2xBC	33	951
library001_ris_sensative_SMN2_2xInner_2xBC	34	947
library001_ris_sensative_SMN2_2xInner_2xBC	35	951
library001_ris_sensative_SMN2_2xInner_2xBC	36	951
library001_ris_sensative_SMN2_2xInner_2xBC	37	951
library001_ris_sensative_SMN2_2xInner_2xBC	38	951
library001_ris_sensative_SMN2_2xInner_2xBC	39	951
library001_ris_sensative_SMN2_2xInner_2xBC	40	950
library001_ris_sensative_SMN2_2xInner_2xBC	41	951
library001_ris_sensative_SMN2_2xInner_2xBC	42	951
library001_ris_sensative_SMN2_2xInner_2xBC	43	951
library001_ris_sensative_SMN2_2xInner_2xBC	44	951
library001_ris_sensative_SMN2_2xInner_2xBC	45	951
library001_ris_sensative_SMN2_2xInner_2xBC	46	951
library001_ris_sensative_SMN2_2xInner_2xBC	47	951
library001_ris_sensative_SMN2_2xInner_2xBC	48	951
library001_ris_sensative_SMN2_2xInner_2xBC	49	951
library001_ris_sensative_SMN2_2xInner_2xBC	50	950
library001_ris_sensative_SMN2_2xInner_2xBC	51	951
library001_ris_sensative_SMN2_2xInner_2xBC	52	951
library001_ris_sensative_SMN2_2xInner_2xBC	53	951
library001_ris_sensative_SMN2_2xInner_2xBC	54	951
library001_ris_sensative_SMN2_2xInner_2xBC	55	951
library001_ris_sensative_SMN2_2xInner_2xBC	56	951
library001_ris_sensative_SMN2_2xInner_2xBC	57	951
library001_ris_sensative_SMN2_2xInner_2xBC	58	951
library001_ris_sensative_SMN2_2xInner_2xBC	59	951
library001_ris_sensative_SMN2_2xInner_2xBC	60	951
library001_ris_sensative_SMN2_2xInner_2xBC	61	951
library001_ris_sensative_SMN2_2xInner_2xBC	62	951
library001_ris_sensative_SMN2_2xInner_2xBC	63	951
library001_ris_sensative_SMN2_2xInner_2xBC	64	951
library001_ris_sensative_SMN2_2xInner_2xBC	65	951
library001_ris_sensative_SMN2_2xInner_2xBC	66	951
library001_ris_sensative_SMN2_2xInner_2xBC	67	951
library001_ris_sensative_SMN2_2xInner_2xBC	68	951
library001_ris_sensative_SMN2_2xInner_2xBC	69	951
library001_ris_sensative_SMN2_2xInner_2xBC	70	951
library001_ris_sensative_SMN2_2xInner_2xBC	71	951
library001_ris_sensative_SMN2_2xInner_2xBC	72	951
library001_ris_sensative_SMN2_2xInner_2xBC	73	951
library001_ris_sensative_SMN2_2xInner_2xBC	74	951
library001_ris_sensative_SMN2_2xInner_2xBC	75	951
library001_ris_sensative_SMN2_2xInner_2xBC	76	951
library001_ris_sensative_SMN2_2xInner_2xBC	77	951
library001_ris_sensative_SMN2_2xInner_2xBC	78	951
library001_ris_sensative_SMN2_2xInner_2xBC	79	951
library001_ris_sensative_SMN2_2xInner_2xBC	80	951
library001_ris_sensative_SMN2_2xInner_2xBC	81	951
library001_ris_sensative_SMN2_2xInner_2xBC	82	951
library001_ris_sensative_SMN2_2xInner_2xBC	83	951
library001_ris_sensative_SMN2_2xInner_2xBC	84	951
library001_ris_sensative_SMN2_2xInner_2xBC	85	951
library001_ris_sensative_SMN2_2xInner_2xBC	86	951
library001_ris_sensative_SMN2_2xInner_2xBC	87	951
library001_ris_sensative_SMN2_2xInner_2xBC	88	951
library001_ris_sensative_SMN2_2xInner_2xBC	89	951
library001_ris_sensative_SMN2_2xInner_2xBC	90	951
library001_ris_sensative_SMN2_2xInner_2xBC	91	951
library001_ris_sensative_SMN2_2xInner_2xBC	92	951
library001_ris_sensative_SMN2_2xInner_2xBC	93	951
library001_ris_sensative_SMN2_2xInner_2xBC	94	951
library001_ris_sensative_SMN2_2xInner_2xBC	95	951
library001_ris_sensative_SMN2_2xInner_2xBC	96	950
library001_ris_sensative_SMN2_2xInner_2xBC	97	951
